string_suffix,1h_rep1,1h_rep2,1h_rep3,3h_rep1,3h_rep 2,3h_rep3,5h_rep1,5h_rep 2,5h_rep3,7h_rep1,7h_rep2
YIL143C,118.287,110.899,128.885,932.395,1027.72,970.039,1555.4,1511.2,1649.38,1620.78,1697.38
YGL145W,112.275,108.097,137.752,626.302,670.568,663.058,1022.22,1108.84,1154.2,1327.73,1316.31
YMR271C,125.041,113.415,119.709,444.072,435.686,423.432,1157.61,1256.21,1192.62,1997.34,1923.77
YDR178W,124.079,106.172,128.485,477.991,518.44,493.064,788.72,760.801,857.056,736.208,816.317
YNL317W,120.448,105.98,132.323,372.314,396.045,395.356,537.654,561.305,593.481,577.495,584.79
YBL059C-A,115.934,132.284,111.28,377.639,361.99,441.07,467.37,581.903,495.571,511.192,434.81
YOR224C,126.47,113.413,119.89,367.257,451.054,391.804,603.531,559.595,635.595,551.113,626.479
YKR062W,118.515,115.935,126.44,675.927,697.402,682.536,1032.93,1168.89,1180.61,1089.26,1085.8
YEL053C,124.999,104.196,132.01,575.397,611.933,592.196,858.36,897.001,986.57,993.912,1015.08
YOR229W,119.94,128.15,113.179,397.331,409.065,423.481,474.329,545.518,559.644,540.298,534.564
YOR275C,131.37,114.978,115.356,616.814,610.554,622.389,1102.58,1155.96,1252.69,1534.09,1551.74
YLR440C,115.759,105.086,140.917,961.129,1012.7,985,1316.55,1344.08,1391.78,1394.58,1412.89
YKR092C,134.863,116.076,111.326,355.689,385.639,382.618,437.56,481.243,469.443,474.145,443.455
YBR030W,126.1,121.833,114.683,356.141,373.237,364.54,423.695,425.879,469.526,329.833,346.254
YDL193W,122.271,109.086,131.882,1063.47,1110.04,1068.48,1834.16,1899.33,2040.86,2189.04,2218.91
YOL152W,127.224,109.295,127.112,1092.06,1116.51,1109.51,886.741,813.735,916.767,764.824,764.219
YLR344W,122.663,108.392,132.67,468.312,494.284,556.528,778.682,803.446,891.111,950.595,954.482
YBL004W,123.286,113.511,127.258,1252.52,1358.53,1305.82,1996.54,1994.17,2228.16,2357.21,2444.55
YBR159W,124.955,115.695,123.678,915.208,942.01,952.484,1396.14,1384.56,1499.32,1527.3,1475.1
YBL054W,122.751,132.418,109.747,246.038,232.839,242.761,175.414,208.686,184.298,171.756,152.798
YKR037C,128.321,106.619,130.118,232.949,252.169,237.106,285.188,285.089,340.393,249.315,291.524
YNL167C,114.12,122.938,128.578,435.327,452.741,423.659,605.574,623.929,644.578,538.529,582.998
YGL067W,127.494,120.162,118.417,573.084,544.212,617.822,887.189,1024.91,889.729,1180.12,1042.13
YNL139C,114.368,113.309,138.546,1120.7,1195.15,1134.96,1647.43,1603.9,1858.25,1710.17,1814.47
YDR186C,125.039,121.777,119.547,505.052,520.466,560.068,772.864,831.704,904.355,820.995,835.144
YDR435C,123.517,117.012,125.859,492.113,524.182,542.366,769.931,841.188,828.009,923.08,924.494
YEL037C,119.474,125.34,121.692,352.323,345.749,367.863,345.646,430.67,389.222,335.492,273.262
YGL140C,126.338,105.709,135.692,550.058,651.243,566.631,869.171,811.459,990.056,821.947,898.698
YGL038C,123.63,114.487,129.719,617.451,705.514,614.298,1041.75,1023.85,1172,1090.04,1252.96
YER131W,134.15,120.886,112.812,497.868,440.179,315.772,671.052,545.263,820.888,952.317,1095.51
YJR094W-A,129.828,124.392,113.821,432.732,417.967,470.375,690.513,812.251,759.33,1049.54,947.939
YLR071C,116.519,114.662,137.289,980.706,1087.51,1043.96,1569.78,1600.55,1767.02,1740.12,1852.21
YPR020W,121.373,118.254,130.137,338.481,338.037,329.93,647.591,734.066,691.483,901.618,878.518
YDR296W,139.286,109.744,121.528,408.508,466.071,433.44,574.004,571.794,639.921,446.184,494.114
YGR092W,128.005,121.567,121.069,564.805,572.885,550.886,926.033,958.091,990.499,990.766,1070.95
YGL133W,122.581,119.937,128.439,663.963,702.722,689.881,931.58,975.089,1003.09,1030.89,1072.7
YLL058W,121.876,132.427,116.924,454.627,538.359,501.989,699.591,726.634,767.555,644.144,682.835
YJL098W,130.149,115.476,126.758,519.401,534.17,513.324,625.096,636.437,713.269,670.359,710.744
YER128W,118.443,119.314,134.791,523.472,562.257,542.987,848.744,859.822,990.617,930.554,1020.72
YFR047C,132.177,112.777,127.656,437.785,500.59,430.222,753.125,742.794,835.175,854.371,940.79
YLR057W,122.088,114.465,136.356,542.102,581.97,562.936,860.845,866.771,918.84,922.978,924.19
YDL116W,122.635,120.06,130.946,1061.68,1111.88,1093.98,1721.54,1779.76,1847.87,1937.39,1949.45
YBR095C,138.814,115.832,119.266,332.898,340.985,305.52,411.96,415.858,464.476,389.817,463.774
YOL032W,125.591,124.004,124.747,619.532,648.807,643.767,1074.05,1153.81,1164.33,1490.56,1504.63
YJR143C,128.454,102.374,143.567,822.737,982.769,846.505,1369.62,1180.99,1413.06,1213.44,1387.9
YNR047W,126.385,124.842,123.291,749.242,772.585,825.294,1217.88,1371.08,1324.51,1604.18,1478.06
YDL102W,119.73,115.612,140.495,831.397,882.767,910.13,1170.45,1319.89,1317.74,1259.61,1259.06
YJL164C,122.629,111.62,141.996,596.902,650.918,652.878,1142.35,1156.51,1268.46,1337.26,1495.28
YKL028W,135.604,108.141,132.552,382.134,435.379,363.811,584.446,533.594,671.768,563.992,665.099
YMR060C,125.898,120.491,131.043,673.02,636.65,686.816,933.59,1013.6,1017.98,1094.11,1056.38
YOR143C,128.118,127.333,122.451,433.61,427.247,449.98,590.237,704.791,637.825,799.578,750.83
YGR100W,139.005,114.007,126.478,607.404,633.536,631.426,1043.51,1082.72,1092.18,1300.15,1302.72
YJR047C,129.415,107.019,143.405,637.39,727.015,677.683,2079.52,2019.57,2386.56,2544.28,2784.65
YPR124W,120.027,125.442,134.4,503.621,542.874,503.134,573.756,539.723,645.647,873.553,949.247
YDL042C,124.551,121.44,133.886,567.792,609.026,555.513,730.57,761.324,799.851,782.303,803.744
YDR236C,138.107,111.904,129.895,460.02,486.806,452.362,577.659,597.022,624.263,550.837,527.116
YMR028W,136.588,109.153,134.811,558.647,636.215,563.498,1007.64,980.507,1178.91,1152.84,1343.41
YER047C,128.324,124.825,128.274,451.02,497.146,467.874,674.889,662.951,727.035,843.284,877.782
YHR148W,116.903,126.073,138.888,425.376,470.173,442.365,590.547,595.867,649.949,594.565,611.322
YPL143W,134.637,113.349,134.066,460.221,506.531,427.878,655.441,582.851,763.13,655.057,792.039
YDL213C,136.574,115.629,130.042,666.263,657.128,677.16,1159.86,1233.87,1248.52,1337.61,1340.68
YLR008C,136.106,120.825,125.427,325.154,328.76,339.575,544.915,593.527,591.072,585.777,560.996
YLR388W,124.224,144.115,114.074,460.997,418.36,502.546,508.141,627.317,559.941,649.913,509.004
YKL167C,126.465,139.853,116.246,386.608,406.736,443.422,632.921,698.929,608.125,520.469,472.695
YGR196C,129.789,135.606,117.209,299.093,310.897,301.038,459.051,469.487,470.895,465.541,450.046
YLR352W,139.332,114.179,129.585,695.236,758.05,722.914,1230.6,1280.87,1392.77,1605.47,1731.98
YPL180W,137.715,116.154,129.282,342.629,377.803,359.892,491.131,505.133,541.076,476.669,468.385
YDR096W,126.174,120.343,136.98,397.932,425.489,423.231,530.309,580.96,588.792,621.552,624.593
YMR228W,122.777,120.801,141.001,546.439,593.663,585.708,954.836,929.215,1036.34,1057.03,1141.69
YER176W,136.804,117.427,130.554,567.32,583.87,542.529,790.935,793.499,864.167,987.244,1021.69
YBR061C,122.583,117.2,145.195,588.715,648.783,596.412,900.882,897.999,997.503,907.292,1000.29
YJL085W,132.329,112.249,140.583,748.341,871.596,824.091,1343.75,1394.55,1560.42,1578.64,1718.4
YDR246W,130.571,124.614,130.491,400.743,428.486,413.722,613.749,629.59,687.697,655.975,726.628
YGR060W,135.908,108.417,141.579,848.061,960.773,831.806,1440.21,1176.13,1531.37,1256.83,1507.06
YLR077W,137.128,115.547,134.809,510.749,541.273,524.816,773.21,804.859,789.365,791.858,814.348
YOL142W,136.168,126.952,125.227,403.333,412.803,414.471,510.57,552.9,533.206,579.361,526.436
YDR045C,126.023,143.147,119.726,358.075,300.441,412.287,366.993,510.748,375.033,453.368,348.175
YBR212W,136.845,127.916,124.864,300.137,302.118,318.355,348.511,416.717,419.497,332.885,321.567
YIR035C,138.254,116.882,134.881,580.681,644.715,637.581,1457.46,1549.52,1621.5,2112.11,2239.62
YML006C,123.255,142.838,124.358,472.408,438.148,510.642,668.897,759.394,662.47,922.972,828.009
YIL106W,137.066,129.13,124.797,425.414,456.14,437.298,623.418,667.655,707.672,752.701,797.903
YOR175C,131.741,120.144,139.186,847.592,886.315,880.325,1309.71,1319.33,1447.92,1422.58,1444.39
YDR054C,138.29,129.433,123.416,298.643,329.382,296.872,272.672,280.489,278.948,208.051,193.024
YOR304C-A,141.114,119.692,131.382,68.3411,75.277,68.4561,75.5938,83.6431,88.6465,49.891,58.6895
YPR135W,135.042,138.784,119.824,400.382,392.371,417.42,547.746,596.696,588.096,647.337,630.125
YOR126C,144.127,119.663,129.874,321.22,380.921,344.446,469.131,464.929,517.241,482.028,531.249
YDL113C,134.378,128.536,131.175,563.149,539.572,580.395,879.663,1040.27,941.511,1204,1108.61
YBR265W,129.691,124.477,140.3,416.707,450.68,431.803,413.497,421.389,454.035,321.357,347.936
YJL031C,131.288,116.122,147.154,664.418,689.197,671.29,1023.59,1027.05,1085.7,1238.02,1294.04
YLR306W,132.808,117.61,145.123,352.832,366.539,368.567,478.147,546.64,574.128,574.307,622.805
YDR469W,143.386,125.391,126.892,287.064,294.646,306.415,424.328,451.105,482.682,455.073,459.43
YER013W,133.571,122.994,139.327,698.322,762.382,735.918,934.222,988.416,1083.9,951.808,1000.03
YDR229W,144.891,121.393,129.717,324.483,350.609,337.238,426.743,419.172,461.362,479.856,489.114
YDL107W,140.217,121.498,135.395,606.776,669.657,620.31,904.918,884.949,967.295,934.892,937.943
YPL196W,142.599,119.089,135.791,407.972,456.522,443,531.184,534.604,617.027,384.188,437.233
YOR189W,137.207,139.726,120.819,247.45,268.191,232.253,230.453,248.086,268.657,173.799,152.216
YGL018C,134.764,119.719,143.665,473.29,548.1,519.413,862.623,833.999,949.588,973.415,1051.33
YFR013W,132.536,138.296,127.772,650.451,616.701,616.952,978.603,1035.52,1063.89,1158.71,1164.38
YBL097W,142.143,128.23,129.034,373.4,387.133,363.294,430.489,433.723,479.379,384.19,383.671
YPL271W,135.124,128.896,135.449,377.619,376.048,392.059,492.146,529.715,525.165,463.56,412.599
YHR082C,132.863,118.38,149.131,714.185,765.302,708.699,1162.8,1271.57,1298.98,1610.02,1667.41
YPL249C-A,137.08,114.199,149.128,485.04,601.51,507.196,784.416,736.257,889.928,829.749,995.734
YNL264C,129.885,139.513,131.345,672.282,716.096,693.287,1081.42,1165.27,1218.92,1254.02,1307.39
YDL141W,136.64,122.063,142.658,551.22,590.325,572.642,885.837,882.384,986.533,897.219,966.828
YER139C,136.977,134.395,130.087,412.422,403.994,419.747,507.366,575.201,559.127,548.587,498.366
YKL186C,139.268,131.911,130.887,467.841,489.835,494.345,711.975,775.217,821.003,844.76,811.132
YKL010C,134.193,122.596,145.305,1222.82,1402.97,1282.3,2528.4,2422.14,2665.29,3070.12,3215.56
YML042W,132.458,130.446,139.436,267.217,303.566,288.155,602.696,589.155,615.799,986.508,1021.03
YPR154W,125.89,129.053,147.524,557.414,536.618,553.526,1078.64,1220.87,1284.77,1473.26,1449.95
YDL161W,142.045,125.614,135.095,391.487,425.543,408.633,655.202,642.147,726.789,604.777,688.622
YPL040C,134.092,123.422,145.317,887.176,945.999,904.273,1370.73,1370.13,1521.89,1520.35,1554.44
YPL067C,132.524,133.014,137.378,615.34,668.178,646.518,1865.84,2068.55,1991.02,4107.97,4004.52
YJL155C,145.821,118.927,138.443,706.647,794.195,687.839,1230.32,1232.46,1350.1,1690.69,1827.85
YDL155W,136.204,128.642,139.079,154.738,158.188,148.299,195.113,204.488,197.148,271.898,267.803
YML058W,143.837,152.123,108.123,245.729,227.515,258.15,285.177,378.249,323.343,201.357,168.424
YGL224C,149.031,110.596,144.869,606.812,679.145,619.914,1284.12,1183.95,1436.55,1432.6,1585.22
YML117W,141.058,127.696,136.092,525.155,591.318,541.641,907.959,892.005,984.508,1210.54,1288.87
YDL173W,151.36,126.292,127.469,542.272,612.702,561.191,1035.39,986.512,1089.16,1135.97,1200.74
YLR450W,147.703,102.915,154.958,1185.36,1292.6,1249.16,2404.92,2291.83,2667.44,2763.24,3020.32
YPR113W,135.644,128.754,141.273,927.874,960.321,1012.68,1710.97,1767.91,1852.53,2091.76,1936.1
YMR263W,138.327,128.64,139.562,582.062,630.846,630.817,658.232,695.711,745.332,656.88,678.677
YNR021W,140.583,124.074,141.883,1312.69,1384.93,1366.86,2212.55,2190.47,2378.17,2279.58,2346
YLR096W,152.317,117.973,136.482,628.967,689.13,698.083,805.453,847.614,942.885,969.076,961.891
YJR024C,134.626,135.53,137.345,450.593,475.905,450.455,485.252,460.189,499.235,441.897,427.513
YHR165C,142.864,117.523,147.13,1150.69,1267.3,1102.25,1667.03,1679.17,1888.1,1846.45,1983.21
YIL007C,141.39,135.762,130.964,464.211,484.666,463.911,539.752,544.297,586.116,413.902,444.405
YBR065C,141.165,123.373,143.697,665.955,701.827,706.943,1158.47,1175.27,1229.47,1421.38,1469.81
YKL218C,148.925,122.174,137.139,333.061,397.192,360.795,716.892,722.652,797.521,941.202,949.247
YPR055W,140.188,131.925,136.595,652.096,751.829,662.313,1184.15,1145.39,1329.35,1370.67,1437.64
YGL095C,145.376,130.194,133.292,556.55,639.382,604.255,980.018,1040.67,1090.7,1241.14,1278.72
YDR195W,141.415,129.937,137.727,579.591,615.784,622.496,845.243,905.569,960.104,936.324,931.415
YLR220W,133.09,143.137,133.024,805.34,923.12,833.126,1351.1,1350.5,1476.35,1437.74,1510.39
YGR005C,139.433,133.423,136.431,691.177,668.553,675.175,991.754,1102.93,1005.58,1226.78,1108.63
YGL070C,137.247,139.224,132.821,279.613,284.503,312.921,343.44,355.263,380.668,372.596,366.84
YLL062C,144.778,124.676,139.872,488.958,516.064,468.472,564.456,596.157,669.522,586.076,606.059
YER022W,134.734,141.493,134.042,877.686,879.258,898.629,1268.82,1400.59,1336.56,1642.45,1503.72
YPL245W,134.09,128.052,148.65,638.703,632.182,650.545,1185.24,1257.03,1209.1,1785.67,1777.19
YKL090W,145.722,126.799,139.2,559.518,633.911,590.361,853.429,866.48,938.997,835.997,927.492
YPR159W,145.267,126.105,141.069,757.127,791.455,788.812,1437.74,1400.29,1492.63,1661.03,1699.46
YNL177C,158.814,128.606,125.306,383.493,414.161,432.129,554.748,623.35,636.021,659.507,615.621
YNL168C,150.554,130.176,132.231,407.677,463.889,473.901,657.536,705.857,766.326,810.908,838.779
YKR087C,147.851,120.719,144.569,717.273,741.93,687.593,1023.15,1052.32,1055.8,1105.7,1122.39
YPR042C,142.479,132.077,139.043,532.646,519.523,518.873,772.457,817.263,844.447,805.768,798.61
YLR038C,164.009,103.832,145.953,99.554,134.829,99.7697,255.778,232.731,319.956,247.624,336.864
YKL058W,145.361,142.508,126.633,384.96,323.457,369.501,378.732,469.022,386.853,448.816,411.209
YOR201C,158.241,113.923,142.443,494.15,576.878,486.669,729.325,675.222,800.804,654.672,700.298
YDR231C,139.858,129.21,146.452,713.684,726.588,752.49,1228.3,1268.1,1312.3,1522.6,1534.5
YNL005C,145.228,125.265,145.074,811.646,791.855,836.824,1129.56,1251.73,1225.41,1206.83,1163.5
YKL069W,157.857,123.501,135.117,413.376,445.734,449.029,583.556,622.963,664.957,581.555,592.851
YML059C,143.676,112.58,160.59,2539.39,2699.57,2600.21,4872.64,4760.74,5313.19,5220.54,5273.78
YOL056W,137.589,133.87,145.789,368.454,386.058,384.003,476.899,486.794,521.558,390.617,406.855
YGL058W,144.153,135.522,137.846,437.422,414.256,458.631,586.601,636.797,571.71,652.075,590.267
YPL097W,144.307,127.082,146.496,536.29,589.351,565.92,781.85,770.721,844.351,792.513,862.776
YGL143C,143.508,138.546,135.887,564.291,572.235,591.039,720.919,831.808,800.001,660.492,658.055
YGL039W,150.22,117.919,150.763,386.054,443.829,375.373,643.99,569.919,713.571,718.894,815.991
YNL267W,144.062,133.651,141.666,721.441,787.739,756.217,1197.47,1199.35,1326.58,1333.48,1442.88
YLR277C,136.203,120.699,163.074,553.454,642.998,551.729,806.362,777.952,945.218,775.639,877.155
YJL145W,141.589,158.655,120.201,736.231,729.288,812.633,1004.59,1241.05,1088.77,1224.15,1032.01
YOR236W,137.333,153.185,130.516,396.111,387.796,394.582,449.638,515.709,510.142,556.593,497.862
YML080W,159.176,122.148,139.885,369.285,479.119,391.253,499.729,452.466,550.401,376.682,476.588
YDL190C,129.079,152.412,140.673,1154.38,1156.15,1279.74,2173.05,2282.59,2292.51,2709.6,2570.72
YCR037C,135.879,129.902,156.621,1028.73,1075.13,1072.99,1368.19,1331.36,1536.22,1350.39,1339.41
YGR198W,145.691,135.553,141.65,836.692,882.851,825.922,1192.05,1124.41,1214,1277.74,1323.37
YFL002C,152.601,135.543,134.887,786.132,836.347,797.301,1018.63,1019.69,1089.33,877.859,892.51
YNL158W,148.279,131.658,143.707,651.128,708.593,661.732,934.141,916.928,1021.17,910.019,944.245
YCR008W,153.685,128.664,141.358,551.266,599.366,541.06,658.439,740.469,768.59,848.588,864.112
YGR074W,146.731,135.951,141.196,282.465,311.545,289.761,423.774,436.585,454.746,526.33,541.261
YKL173W,141.989,127.289,154.606,951.606,1000.02,969.709,1370.53,1367.01,1489.92,1429.61,1458.8
YPR179C,147.07,123.391,154.007,577.69,646.972,591.611,806.305,781.96,888.704,799.471,812.155
YDR243C,143.397,149.13,132.395,669.279,749.527,711.787,1102.15,1126.05,1252.32,1322.35,1411.99
YBR198C,146.426,137.44,141.299,465.411,487.435,483.257,588.001,591.447,654.908,574.158,575.759
YBR122C,150.968,128.916,145.31,526.217,551.625,522.683,690.224,739.549,767.367,660.001,699.886
YDR012W,145.501,136.436,144,503.826,548.748,537.426,777.966,826.057,902.556,887.953,915.876
YMR135C,149.094,134.65,143.475,553.711,568.642,570.51,959.415,1074.56,1118.48,1279.48,1282.58
YPL270W,133.131,137.492,156.754,918.798,966.741,1022.57,1538.14,1659.85,1602.11,1805.48,1731.35
YPL125W,153.205,126.244,148.465,1131.76,1245.16,1136.86,1907.35,1853.76,2044.3,2253.34,2310.13
YML088W,149.76,138.674,139.676,446.774,489.684,457.512,622.931,648.718,709.372,744.92,809.086
YGR010W,146.717,137.839,143.691,397.699,419.739,408.676,471.51,479.675,510.731,440.743,442.379
YJL117W,150.795,121.335,156.812,1276.08,1414.05,1360.29,2239.28,2136.07,2395.09,2255.14,2282.3
YER101C,151.824,125.061,152.112,718.87,835.617,700.324,1237.56,1160.36,1361.96,1321.09,1581.23
YGR150C,143.909,145.014,140.316,681.843,746.786,698.221,1114.14,1120.02,1216.45,1241.34,1294.93
YDR227W,150.323,134.672,144.313,548.452,594.859,562.134,834.475,812.2,868.105,786.803,830.939
YOR210W,122.753,189.262,117.937,463.987,329.993,468.291,365.989,576.867,373.331,519.508,332.674
YNL262W,144.405,136.883,148.675,1029.33,1088.07,1058.04,1588.05,1634.73,1714.76,1661.8,1689.34
Q0250,133.363,147.741,150.293,726.594,745.563,717.449,975.381,955.785,1056.24,1103.27,1087.53
YPL013C,147.851,146.21,137.503,561.899,571.944,569.445,696.874,765.656,828.932,760.692,767.994
YER029C,144.074,159.188,128.399,514.444,475.195,531.487,664.773,820.024,699.44,872.097,787.291
YGR296W,150.408,138.754,142.832,579.807,585.444,604.32,727.508,762.182,783.873,877.455,837.475
YMR096W,150.968,141.827,139.674,141.863,171.575,140.495,580.426,578.004,634.589,912.948,909.328
YML016C,137.177,124.195,171.477,894.345,933.007,953.471,2170.27,2261.98,2447.15,4182.08,4251.7
YER154W,135.983,137.401,160.005,924.213,966.393,923.74,1479.67,1549.69,1731.58,1732.59,1795.6
YPL011C,158.495,121.808,153.47,564.802,636.471,570.648,857.003,774.674,930.351,789.721,865.301
YHR039C,147.641,140.626,145.543,1465.89,1456.7,1534.58,3200.81,3391.7,3419.15,4997.01,4754.09
YOR076C,153.431,144.001,136.452,712.164,695.402,750.037,1040.34,1122.85,1116.31,1206.73,1158.68
YBR037C,138.795,144.987,150.28,560.129,562.677,574.129,784.532,893.804,839.998,970.822,921.688
YBR256C,134.271,154.464,145.835,629.771,572.237,678.272,1413.66,1871.39,1444.26,2026.31,1648.38
YBR054W,142.783,140.429,151.364,1290.72,1407.36,1356.57,1934.38,1615.06,2067.71,1965.81,1973
YDR163W,143.866,138.747,152.034,474.207,532.956,520.059,707.124,753.916,842.768,710.85,721.587
YIL104C,157.648,129.265,149.192,699.702,778.896,732.629,1026.12,1114.32,1175.03,1227.56,1222.11
YNL035C,154.399,134.589,147.351,880.414,956.629,960.993,1497.86,1602.16,1649.57,1744.42,1751.52
YOR018W,144.653,142.082,149.728,622.828,692.772,664.106,1139,1166.66,1269.01,1414.39,1423.95
YMR288W,153.977,142.368,140.617,1049.84,1093.83,1070.4,1416.01,1480.15,1524.31,1466.84,1498.42
YHR186C,151.717,139.401,145.957,733.066,744.687,739.512,983.214,1077.37,1049.59,1166.63,1147.65
YNR029C,143.462,142.788,150.828,473.264,511.093,506.956,718.468,818.213,832.538,889.872,854.556
YNL201C,148.721,126.149,163.541,685.913,787.383,700.194,899.947,851.317,1029.07,799.457,912.93
YER001W,144.748,137.711,156.29,1262.02,1306.09,1315.72,2814.77,2743.46,2875.4,3086.31,3177.74
YOR304W,149.572,138.787,150.566,816.486,868.471,843.484,1053.46,1072.59,1207.07,1094.44,1169.02
YLR348C,150.256,138.931,150.549,624.554,644.896,618.455,1065.18,1033.65,1058.73,1446.4,1407.53
YKL197C,151.941,140.619,147.255,636.253,698.117,630.073,1068.3,1157.36,1243.69,1333.42,1407.34
YHR073W,141.212,150.668,148.646,624.711,641.478,630.843,849.602,908.877,905.56,954.532,951.166
YKL038W,156.636,128.165,157.726,713.687,754.298,772.109,984.725,1072.38,1140.2,1306.1,1377.56
YCL024W,149.315,137.58,155.673,654.121,668.766,663.802,1141.89,1182.53,1242.86,1591.63,1589.29
YNR019W,151.331,128.382,162.961,1373.58,1488.89,1427.2,2734.43,2665.83,2912.96,3073.77,3106.11
YNL200C,156.684,130.34,156.509,546.767,600.831,577.628,1250.12,1299.78,1410.4,1717.09,1801.71
YGR129W,152.926,138.975,151.67,557.19,637.962,578.786,933.965,888.617,1071.8,948.446,1083.84
YJL029C,150.794,137.881,155.089,885.447,951.38,888.941,1349.94,1401.61,1519.23,1583.63,1696.01
YNL272C,157.854,137.086,148.858,652.5,671.107,665.156,977.712,1029.22,1062.27,1050.91,1035.52
YOR194C,153.653,136.928,153.529,293.071,305.638,306.982,329.456,344.101,362.594,327.948,315.645
YIL144W,150.521,135.8,157.818,367.362,406.189,403.027,427.584,469.354,483.128,458.74,486.093
YNR052C,164.538,122.555,157.115,524.761,522.986,574.051,680.523,728.055,720.118,771.197,732.898
YOR290C,148.082,142.195,154.034,595.54,706.53,601.898,787.877,797.626,898.588,754.404,813.63
YLL036C,150.337,158.265,135.745,337.183,346.723,356.812,394.638,442.79,418.003,448.068,416.151
YMR301C,161.2,132.901,150.791,796.529,837.043,840.834,1140.03,1153.64,1260.24,1211.26,1262.74
YLR239C,155.72,143.881,145.514,727.679,830.665,792.074,1200.52,1209.82,1343.56,1277.35,1319.95
YBR086C,156.32,128.768,160.281,1185.67,1243.52,1154.41,1947.43,1755.05,2076.2,2052.74,2198.83
YJL112W,160.941,139.139,145.915,364.262,384.178,392.017,524.089,571.885,576.098,549.659,525.771
YBR023C,152.132,143.777,150.434,652.501,677.252,637.655,1077.17,1030.64,1152.77,1381.88,1356.67
YJR074W,151.085,140.105,155.168,721.356,764.013,715.182,1294.93,1299.43,1422.93,1425.16,1506.51
YLR143W,159.841,123.651,163.007,467.423,517.388,506.848,565.979,588.225,634.656,500.672,559.019
YNL297C,144.689,145.74,156.21,1185.04,1267.35,1281.66,2046.96,2086.14,2265.06,2559.3,2718.16
YER100W,158.332,137.659,150.982,631.705,693.805,644.644,933.507,931.451,1062.52,949.09,1015.36
YKL057C,151.842,137.997,157.14,1253.55,1350.96,1303.55,2018.17,2009.74,2154.73,2306.92,2390.85
YBL079W,136.482,142.586,168.915,1099.81,1155.42,1164.32,1509.3,1529.79,1748.73,1579.48,1683.85
YMR165C,154.622,141.979,152.597,579.57,684.276,606.248,1010.87,992.315,1164.24,1177.89,1293.65
YOL067C,160.984,137.516,150.819,369.941,388.937,411.001,456.999,466.461,502.795,352.768,372.529
YML108W,160.007,133.125,156.709,284.526,359.843,289.681,431.297,356.212,466.463,378.557,449.35
YGR286C,169.012,144.395,137.687,641.734,699.635,682.7,1279.68,1415.6,1503.35,1487.52,1464.35
YOR367W,153.37,146.623,154.097,316.822,348.428,329.962,264.124,285.221,301.822,144.768,163.223
YLR305C,154.022,137.15,163.346,1325.33,1395.28,1366.61,2012.07,1909.62,2110.08,2147.35,2211.48
YER020W,151.706,152.497,152.625,532.364,602.234,561.587,766.811,697.075,844.347,938.355,1008.11
YDR119W,163.505,131.747,161.852,1186.18,1272.38,1274.71,1817.61,1852.44,2036.58,1946.1,1976.22
YLR126C,161.201,144.898,151.062,536.706,588.311,550.662,644.795,659.825,754.799,615.694,653.193
YDR017C,140.437,162.99,154.154,635.146,683.024,672.212,913.281,956.725,1018.3,869.082,911.549
YGL172W,150.596,162.377,144.841,431.749,418.719,426.346,542.175,614.382,576.969,674.476,562.437
YGL200C,168.873,123.841,165.941,736.233,816.193,729.932,1366.79,1287.26,1548.05,1483.31,1656.89
YJR049C,173.126,142.726,143.502,837.546,838.541,831.942,1396.93,1487.48,1469.39,1757.14,1762.51
YJL179W,150.716,148.956,159.7,385.083,411.335,398.993,520.178,545.544,559.031,540.861,557.886
YGL005C,150.597,144.076,165.049,350.494,391.963,397.712,472.852,513.06,554.402,497.655,526.014
YNL258C,166.505,136.753,156.702,917.618,981.677,914.558,1353.44,1336.91,1524.61,1425.16,1635
YLR321C,159.159,140.635,160.95,261.491,264.882,258.944,294.286,289.831,316.494,263.299,255.56
YDL150W,157.447,141.771,161.646,768.671,781.343,792.632,1413.69,1514.46,1583.49,1580.02,1549.09
YDR405W,166.318,149.255,146.366,456.07,507.226,474.423,596.991,612.374,639.919,504.171,505.953
YGL014W,160.621,148.319,153.899,375.953,385.029,390.164,507.189,585.695,603.455,653.989,663.695
YDR208W,165.643,140.753,156.53,681.136,683.723,683.556,892.835,989.021,965.126,1082.47,1061.53
YJR041C,160.987,138.232,163.747,1501.54,1633.91,1545.92,2407.98,2391.7,2542.86,2631.97,2815.32
YJR101W,164.603,146.108,152.268,465.224,475.357,460.624,673.452,751.027,722.867,718.825,682.394
YMR285C,161.698,151.342,151.252,616.822,656.972,671.667,815.51,818.087,848.086,798.777,768.539
YLR275W,157.39,148.631,158.787,434.283,453.897,462.826,482.884,510.616,514.554,419.361,439.989
YJR034W,172.796,138.847,153.452,491.235,522.856,462.82,804.427,836.425,898.138,849.421,874.071
YPL137C,164.753,144.973,155.958,660.601,682.625,644.852,850.923,881.813,983.565,909.908,896.689
YPR107C,149.126,140.189,178.146,382.922,375.85,405.108,495.862,519.957,538.175,551.545,569.238
YDL203C,164.181,142.092,161.321,542.912,605.931,580.89,719.53,737.725,816.657,735.459,788.896
YKL105C,161.294,155.439,151.249,739.075,769.883,736.279,1159.93,1255.34,1308.73,1273.38,1294.98
YPL127C,153.841,166.773,147.556,169.221,161.795,170.451,286.26,328.165,306.557,484.857,465.406
YGL233W,174.156,116.734,177.643,868.502,1009.61,835.9,1339.2,1255.37,1567.75,1362.61,1603.75
