string_external_id	abundance
4932.YJR074W	30.4
4932.YML108W	30.4
4932.YOR316C	30.4
4932.YJR080C	30.3
4932.YNL062C	30.3
4932.YGL150C	30.3
4932.YML007W	30.2
4932.YGR009C	30.2
4932.YLR114C	30.2
4932.YLL040C	30.2
4932.YKL091C	30.2
4932.YJL053W	30.1
4932.YKL166C	30.1
4932.YBR137W	30.1
4932.YGR283C	30.1
4932.Q0140	30.0
4932.YBR103W	30.0
4932.YOR124C	29.9
4932.YOR319W	29.9
4932.YKL110C	29.9
4932.YBL004W	29.9
4932.YJL164C	29.8
4932.YDR100W	29.8
4932.YLR120C	29.8
4932.YAL046C	29.8
4932.YKL046C	29.8
4932.YER034W	29.7
4932.YGR147C	29.7
4932.YNR015W	29.6
4932.YIL131C	29.6
4932.YNL006W	29.5
4932.YDR141C	29.5
4932.YER014W	29.5
4932.YJL026C-A	29.4
4932.YGL178W	29.4
4932.YGR158C	29.4
4932.YGR260W	29.4
4932.YNL099C	29.4
4932.YPR025C	29.3
4932.YDL167C	29.3
4932.YDR016C	29.3
4932.YMR076C	29.3
4932.YDR312W	29.3
4932.YNL191W	29.3
4932.YPL274W	29.3
4932.YKL106W	29.2
4932.YLR104W	29.2
4932.YJR112W	29.2
4932.YOR090C	29.1
4932.YLL022C	29.1
4932.YOR188W	29.1
4932.YDR505C	29.1
4932.YAR014C	29.0
4932.YMR193W	29.0
4932.YPL151C	29.0
4932.YER171W	29.0
4932.YJR093C	29.0
4932.YBL061C	29.0
4932.YLR327C	28.9
4932.YER020W	28.9
4932.YDL019C	28.9
4932.YGL047W	28.9
4932.YNL058C	28.9
4932.YER053C-A	28.9
4932.YDR182W	28.9
4932.YPL119C	28.9
4932.YPR037C	28.8
4932.YDR486C	28.8
4932.YKL205W	28.8
4932.YJL087C	28.8
4932.YLR419W	28.8
4932.YLL023C	28.8
4932.YLR064W	28.8
4932.YDR139C	28.7
4932.YLL010C	28.7
4932.YER010C	28.7
4932.YKL138C	28.6
4932.YEL036C	28.6
4932.YNL215W	28.6
4932.YLR003C	28.6
4932.YPL101W	28.5
4932.YGR247W	28.5
4932.YLR181C	28.5
4932.YHR188C	28.4
4932.YMR304W	28.4
4932.YMR067C	28.3
4932.YDR460W	28.3
4932.YDR511W	28.3
4932.YPL121C	28.3
4932.YNL310C	28.2
4932.YML097C	28.2
4932.YMR014W	28.2
4932.YBL011W	28.2
4932.YPR100W	28.2
4932.YDR195W	28.1
4932.YNL074C	28.1
4932.YKL170W	28.1
4932.YLR361C-A	28.1
4932.YIL156W-B	28.1
4932.YHL002W	28.1
4932.YKL004W	28.0
4932.YLR166C	28.0
4932.YER138C	28.0
4932.YGR092W	27.9
4932.YDR119W	27.9
4932.YGR031W	27.9
4932.YLR212C	27.9
4932.YDL157C	27.8
4932.YLR219W	27.8
4932.YGR111W	27.8
4932.YKL006C-A	27.8
4932.YGR274C	27.8
4932.YER017C	27.8
4932.YMR312W	27.7
4932.YML025C	27.7
4932.YBR094W	27.7
4932.YDR143C	27.7
4932.YDR284C	27.7
4932.YLR386W	27.7
4932.YDL193W	27.6
4932.YHR084W	27.6
4932.YOR078W	27.6
4932.YNL264C	27.5
4932.YNL327W	27.5
4932.YDR017C	27.5
4932.YOR181W	27.4
4932.YGL145W	27.4
4932.YNL009W	27.4
4932.YGR203W	27.4
4932.YPR029C	27.4
4932.YOL115W	27.4
4932.YLR369W	27.4
4932.YLR182W	27.3
4932.YGL211W	27.3
4932.YCR027C	27.3
4932.YOR143C	27.3
4932.YBL042C	27.2
4932.YKL206C	27.2
4932.YOR262W	27.2
4932.YER079W	27.2
4932.YKL010C	27.2
4932.YMR259C	27.2
4932.YNL100W	27.1
4932.YLR407W	27.1
4932.YGL061C	27.1
4932.YKL191W	27.1
4932.YHR164C	27.1
4932.YKL088W	27.1
4932.YML071C	27.1
4932.YNL186W	27.1
4932.YIL066C	27.0
4932.YNR040W	27.0
4932.YMR174C	27.0
4932.YDL164C	27.0
4932.YMR239C	27.0
4932.YJL174W	27.0
4932.YPR056W	27.0
4932.YMR029C	26.9
4932.YGR104C	26.9
4932.YNL265C	26.9
4932.YPR023C	26.9
4932.YMR022W	26.9
4932.YKL144C	26.9
4932.YDR373W	26.9
4932.YER182W	26.9
4932.YIL128W	26.8
4932.YLL028W	26.8
4932.YBR282W	26.8
4932.YOR141C	26.8
4932.YFR040W	26.8
4932.YER026C	26.8
4932.YER092W	26.8
4932.YMR106C	26.7
4932.YMR096W	26.7
4932.YMR192W	26.7
4932.YKR007W	26.7
4932.YOR057W	26.7
4932.YDR245W	26.7
4932.YHR060W	26.7
4932.YGL224C	26.7
4932.YPR139C	26.7
4932.YKL194C	26.6
4932.YBR091C	26.6
4932.YMR302C	26.6
4932.YIL107C	26.5
4932.YMR292W	26.5
4932.YKL018W	26.5
4932.YLR034C	26.5
4932.YOR110W	26.5
4932.YPR137C-B	26.4
4932.YNR067C	26.4
4932.YPL015C	26.4
4932.YGR250C	26.3
4932.YPR094W	26.3
4932.YAL039C	26.3
4932.YPR162C	26.2
4932.YDR192C	26.1
4932.YNR005C	26.1
4932.YOR126C	26.1
4932.YBR058C	26.1
4932.YDR365W-B	26.0
4932.YCR086W	26.0
4932.YBL023C	26.0
4932.YNL161W	26.0
4932.YJL042W	26.0
4932.YIL007C	25.9
4932.YOR280C	25.9
4932.YBR212W	25.9
4932.YDR261C-D	25.8
4932.YJL098W	25.8
4932.YDL025C	25.8
4932.YKL119C	25.7
4932.YPL257W-B	25.7
4932.YLR088W	25.7
4932.YDL108W	25.7
4932.YML013W	25.7
4932.YOR175C	25.7
4932.YDR310C	25.6
4932.YMR046C	25.6
4932.YHR206W	25.6
4932.YKL207W	25.6
4932.YML042W	25.6
4932.YDR441C	25.6
4932.YDR097C	25.6
4932.YDR320C	25.6
4932.YLR157C-B	25.6
4932.YAL033W	25.6
4932.YNL246W	25.5
4932.YLR275W	25.5
4932.YHR058C	25.5
4932.YBR175W	25.5
4932.YKL039W	25.5
4932.YOR302W	25.5
4932.YPL208W	25.4
4932.YFL002C	25.4
4932.YKR024C	25.4
4932.YLR221C	25.4
4932.YGL151W	25.3
4932.YGL174W	25.3
4932.YOR320C	25.3
4932.YEL017W	25.2
4932.YFL044C	25.2
4932.YMR066W	25.2
4932.YKL100C	25.2
4932.YGR161C-D	25.2
4932.YDL165W	25.2
4932.YBR236C	25.1
4932.YMR056C	25.1
4932.YLR099W-A	25.1
4932.YHR147C	25.1
4932.YKL082C	25.0
4932.YBR105C	25.0
4932.YDR061W	25.0
4932.YJR041C	25.0
4932.YJL096W	25.0
4932.YLR336C	25.0
4932.YDL123W	25.0
4932.YJL197W	24.9
4932.YGR005C	24.9
4932.YPL011C	24.9
4932.YGR156W	24.8
4932.YBL055C	24.8
4932.YDR305C	24.8
4932.YBR242W	24.8
4932.YBL085W	24.7
4932.YIL004C	24.7
4932.YML061C	24.7
4932.YHR167W	24.7
4932.YGR194C	24.7
4932.YCR054C	24.7
4932.YMR310C	24.6
4932.YLR065C	24.6
4932.YDR221W	24.6
4932.YDL102W	24.6
4932.YHR187W	24.6
4932.YDR527W	24.6
4932.YMR139W	24.6
4932.YKL140W	24.6
4932.YNL139C	24.5
4932.YPL118W	24.4
4932.YPL125W	24.4
4932.YLR093C	24.4
4932.YNL256W	24.4
4932.YBR037C	24.3
4932.YDR248C	24.2
4932.YOR084W	24.2
4932.YGR010W	24.2
4932.YGL121C	24.2
4932.YDR494W	24.1
4932.YCR003W	24.1
4932.YFL047W	24.1
4932.YHL025W	24.1
4932.YGR174C	24.1
4932.YLR427W	24.1
4932.YIL104C	24.1
4932.YHR099W	24.0
4932.YPL001W	24.0
4932.YOL031C	23.9
4932.YER123W	23.9
4932.YMR223W	23.9
4932.YHR136C	23.9
4932.YGL169W	23.9
4932.YDR531W	23.8
4932.YMR277W	23.8
4932.YFR013W	23.8
4932.YLR306W	23.8
4932.YGL067W	23.8
4932.YAL029C	23.8
4932.YBR260C	23.8
4932.YBL038W	23.8
4932.YHR043C	23.8
4932.YJL078C	23.8
4932.YER016W	23.8
4932.YNR033W	23.7
4932.YDR196C	23.7
4932.YBR020W	23.7
4932.YML117W	23.7
4932.YKL053C-A	23.7
4932.YDR381C-A	23.6
4932.YFL013C	23.6
4932.YLR050C	23.6
4932.YNL177C	23.6
4932.YDR330W	23.6
4932.YLR243W	23.6
4932.YDR458C	23.6
4932.YML039W	23.6
4932.YMR004W	23.6
4932.YBR042C	23.5
4932.YNL091W	23.5
4932.YOL051W	23.5
4932.YNR026C	23.5
4932.YKL022C	23.5
4932.YIL157C	23.5
4932.YLR143W	23.5
4932.YGR241C	23.5
4932.YKR052C	23.5
4932.YMR016C	23.4
4932.YOL093W	23.4
4932.YPL139C	23.4
4932.YGL041W-A	23.4
4932.YHR207C	23.4
4932.YPR040W	23.3
4932.YPR135W	23.3
4932.YBR200W	23.3
4932.YIL135C	23.3
4932.YGR113W	23.3
4932.YOL125W	23.3
4932.YOL124C	23.3
4932.YML032C	23.2
4932.YKR085C	23.2
4932.YNR030W	23.2
4932.YML015C	23.1
4932.YCR038W-A	23.1
4932.YDR163W	23.1
4932.YKR039W	23.1
4932.YFL023W	23.1
4932.YML014W	23.1
4932.YIL023C	23.1
4932.YBR288C	23.1
4932.YOL103W-B	23.1
4932.YPR168W	23.0
4932.YDR229W	23.0
4932.YPL023C	23.0
4932.YDR267C	23.0
4932.YJR131W	23.0
4932.YOR385W	23.0
4932.YDR515W	22.9
4932.YBR110W	22.9
4932.YKL008C	22.9
4932.YNR049C	22.9
4932.YPL115C	22.9
4932.YER018C	22.9
4932.YMR271C	22.9
4932.YLL018C-A	22.8
4932.YJL102W	22.8
4932.YDL003W	22.8
4932.YKL061W	22.8
4932.YDL042C	22.8
4932.YKR088C	22.8
4932.YBR233W-A	22.7
4932.YPL203W	22.6
4932.YDL101C	22.6
4932.YPL161C	22.6
4932.YCL055W	22.6
4932.YIL110W	22.6
4932.YPR051W	22.5
4932.YDR256C	22.5
4932.YJR091C	22.5
4932.YMR115W	22.5
4932.YGR220C	22.5
4932.YPL137C	22.4
4932.YDR302W	22.4
4932.YHR181W	22.4
4932.YML021C	22.4
4932.YER161C	22.4
4932.YKL052C	22.3
4932.YML080W	22.3
4932.YPR017C	22.3
4932.YDR311W	22.3
4932.YNL115C	22.3
4932.YJR027W	22.2
4932.YFR025C	22.2
4932.YOR236W	22.2
4932.YOL032W	22.2
4932.YDR098C-B	22.2
4932.YPR002W	22.1
4932.YKL019W	22.1
4932.YBL006C	22.1
4932.YDR049W	22.1
4932.YKL057C	22.0
4932.YOR132W	22.0
4932.YOL020W	22.0
4932.YOR221C	22.0
4932.YNL316C	22.0
4932.YFL021W	22.0
4932.YPL116W	22.0
4932.YJL207C	22.0
4932.YNL102W	22.0
4932.YMR050C	22.0
4932.YGR038C-B	21.9
4932.YDR269C	21.9
4932.YPL014W	21.9
4932.YDR201W	21.9
4932.YNL222W	21.9
4932.YPL188W	21.9
4932.YIL130W	21.8
4932.YLR227W-B	21.8
4932.YOR155C	21.8
4932.YDR210C-D	21.8
4932.YER074W-A	21.7
4932.YDR379C-A	21.7
4932.YOL060C	21.7
4932.YOR195W	21.7
4932.YMR263W	21.7
4932.YEL052W	21.7
4932.YDR144C	21.7
4932.YML018C	21.6
4932.YNR019W	21.6
4932.YOR289W	21.6
4932.YEL012W	21.6
4932.YHR082C	21.5
4932.YBR102C	21.5
4932.YDR268W	21.5
4932.YPL096W	21.5
4932.YKL025C	21.5
4932.YJL085W	21.5
4932.YHR116W	21.4
4932.YBR216C	21.4
4932.YDR356W	21.4
4932.YFL030W	21.4
4932.YAL008W	21.4
4932.YDR138W	21.3
4932.YIL161W	21.3
4932.YGR044C	21.3
4932.YHR038W	21.3
4932.YDL106C	21.3
4932.YCR044C	21.3
4932.YPL221W	21.2
4932.YHR086W	21.2
4932.YPR105C	21.2
4932.YPL270W	21.2
4932.YGR262C	21.1
4932.YPL183C	21.1
4932.YIL030C	21.0
4932.YIL144W	21.0
4932.YJL180C	21.0
4932.YOR257W	21.0
4932.YML009C	21.0
4932.YIL084C	21.0
4932.YDR164C	21.0
4932.YLR095C	21.0
4932.YPL098C	20.9
4932.YNL026W	20.9
4932.YJR049C	20.9
4932.YKL047W	20.9
4932.YPR158C-D	20.9
4932.YNL258C	20.9
4932.YAL026C	20.8
4932.YER152C	20.8
4932.YJL081C	20.8
4932.YNL257C	20.8
4932.YNL201C	20.8
4932.YLR144C	20.8
4932.YOL146W	20.8
4932.YKR079C	20.7
4932.YLR412W	20.7
4932.YOL129W	20.7
4932.YJL201W	20.7
4932.YDR069C	20.7
4932.YPL122C	20.6
4932.YJR111C	20.6
4932.YBR291C	20.6
4932.YLR045C	20.6
4932.YBR192W	20.6
4932.YMR301C	20.6
4932.YJR127C	20.6
4932.YLR126C	20.5
4932.YLR147C	20.5
4932.YJL169W	20.5
4932.YBL098W	20.4
4932.YKR093W	20.4
4932.YDL223C	20.4
4932.YOR160W	20.4
4932.YER061C	20.4
4932.YGL086W	20.3
4932.YBR193C	20.3
4932.YBR207W	20.2
4932.YOR329C	20.2
4932.YKL173W	20.2
4932.YLR277C	20.2
4932.YDR493W	20.1
4932.YOR142W-B	20.1
4932.YLR201C	20.1
4932.YPL247C	20.1
4932.YOR304W	20.1
4932.YNL129W	20.1
4932.YDR228C	20.0
4932.YER139C	20.0
4932.YNL151C	20.0
4932.YDL224C	20.0
4932.YKR056W	19.9
4932.YJL079C	19.9
4932.YJR142W	19.9
4932.YHR083W	19.9
4932.YDR041W	19.9
4932.YER160C	19.9
4932.YLR430W	19.9
4932.YPL223C	19.9
4932.YGR029W	19.9
4932.YBR057C	19.9
4932.YPL087W	19.8
4932.YJL045W	19.8
4932.YBL105C	19.8
4932.YOR211C	19.7
4932.YIL121W	19.7
4932.YBL005W-A	19.7
4932.YGL208W	19.7
4932.YCL026C-B	19.7
4932.YOR373W	19.6
4932.YKL141W	19.5
4932.YPR188C	19.5
4932.YNL297C	19.5
4932.YPL175W	19.5
4932.YKL079W	19.5
4932.YLR319C	19.5
4932.YLR363C	19.5
4932.YHR110W	19.5
4932.YLR187W	19.4
4932.YMR134W	19.4
4932.YDL076C	19.4
4932.YGR014W	19.4
4932.YNL169C	19.4
4932.YDL222C	19.4
4932.YDR482C	19.3
4932.YKL051W	19.3
4932.YML102W	19.2
4932.YER022W	19.2
4932.YOR311C	19.2
4932.YNL048W	19.2
4932.YDR428C	19.2
4932.YHL029C	19.2
4932.YGR117C	19.2
4932.YML131W	19.2
4932.YDR103W	19.1
4932.YCL042W	19.1
4932.YJR003C	19.1
4932.YFR017C	19.1
4932.YIL165C	19.0
4932.YDR210W	19.0
4932.YER050C	19.0
4932.YEL066W	19.0
4932.YGL035C	19.0
4932.YNL103W	19.0
4932.YGL164C	18.9
4932.YLL038C	18.9
4932.YNR023W	18.9
4932.YPR184W	18.9
4932.YIL040W	18.9
4932.YBR012W-B	18.9
4932.YNL167C	18.9
4932.YHR028C	18.8
4932.YDR040C	18.8
4932.YDR530C	18.8
4932.YNR037C	18.8
4932.YDR005C	18.7
4932.YBR187W	18.7
4932.YKL045W	18.7
4932.YPL144W	18.6
4932.YAL041W	18.6
4932.YGR028W	18.5
4932.YNR027W	18.5
4932.YDR246W	18.5
4932.YKL074C	18.5
4932.YGR076C	18.5
4932.YBL078C	18.5
4932.YJR118C	18.5
4932.YNL040W	18.4
4932.YBR215W	18.4
4932.YDR333C	18.4
4932.YGL128C	18.4
4932.YGR120C	18.4
4932.YOR026W	18.4
4932.YGR105W	18.4
4932.YCL012C	18.4
4932.YBR028C	18.4
4932.YKL218C	18.3
4932.YFL007W	18.3
4932.YNL245C	18.2
4932.YIL153W	18.2
4932.YER157W	18.1
4932.YBR095C	18.1
4932.YPL259C	18.1
4932.YER166W	18.1
4932.YLL043W	18.1
4932.YDR122W	18.1
4932.YDR457W	18.1
4932.YOL071W	18.0
4932.YGR138C	18.0
4932.YMR041C	18.0
4932.YLR148W	18.0
4932.YOL087C	18.0
4932.YNL236W	18.0
4932.YGR024C	18.0
4932.YIL046W	17.9
4932.YDR376W	17.9
4932.YLR345W	17.9
4932.YOR125C	17.9
4932.YGL222C	17.9
4932.YHR034C	17.9
4932.YER114C	17.8
4932.YNL320W	17.8
4932.YHL009C	17.8
4932.YBL029C-A	17.8
4932.YLR146C	17.8
4932.YER149C	17.7
4932.YBR129C	17.7
4932.YPR131C	17.7
4932.YNL021W	17.7
4932.YBR167C	17.7
4932.YLR455W	17.7
4932.YGR281W	17.7
4932.YNL227C	17.6
4932.YDR166C	17.6
4932.YPR070W	17.6
4932.YGR286C	17.6
4932.YDR435C	17.5
4932.YFR003C	17.5
4932.YLR188W	17.5
4932.YJL161W	17.5
4932.YJL031C	17.5
4932.YDR446W	17.5
4932.YHR023W	17.5
4932.YLL012W	17.4
4932.YBR146W	17.4
4932.YOR087W	17.4
4932.YJL029C	17.4
4932.YMR165C	17.4
4932.YGR172C	17.4
4932.YDR301W	17.4
4932.YBR131W	17.3
4932.YHL020C	17.3
4932.YNL143C	17.3
4932.YLR071C	17.3
4932.YOR106W	17.3
4932.YKR100C	17.3
4932.YER128W	17.2
4932.YER008C	17.2
4932.YJR083C	17.2
4932.YJL218W	17.2
4932.YDR262W	17.1
4932.YFL001W	17.1
4932.YGR017W	17.1
4932.YIL143C	17.1
4932.YJR084W	17.1
4932.YJL072C	17.1
4932.YMR227C	17.1
4932.YDL043C	17.1
4932.YCL032W	17.1
4932.YNL317W	17.0
4932.YNL051W	17.0
4932.YPL248C	17.0
4932.YOR174W	17.0
4932.YNL050C	17.0
4932.YBR290W	17.0
4932.YBR073W	17.0
4932.YHR162W	16.9
4932.YJL005W	16.9
4932.YJR031C	16.9
4932.YBR055C	16.9
4932.YJL019W	16.9
4932.YOR152C	16.9
4932.YDR352W	16.9
4932.YBR016W	16.9
4932.YOL075C	16.8
4932.YML112W	16.8
4932.YCL052C	16.8
4932.YLR226W	16.8
4932.YNL027W	16.8
4932.YBR229C	16.8
4932.YGR097W	16.8
4932.YLR116W	16.7
4932.YDL133W	16.7
4932.YBR022W	16.7
4932.YBR176W	16.7
4932.YKR028W	16.7
4932.YNL119W	16.7
4932.YBR195C	16.6
4932.YPR066W	16.6
4932.YCL029C	16.6
4932.YDR406W	16.6
4932.YKR055W	16.6
4932.YBL046W	16.5
4932.YOL066C	16.5
4932.YGR198W	16.5
4932.YGR033C	16.5
4932.YNL224C	16.5
4932.YNL041C	16.5
4932.YOR062C	16.5
4932.YNL298W	16.5
4932.YIL079C	16.5
4932.YKR090W	16.5
4932.YDL207W	16.5
4932.YIL103W	16.5
4932.YLR097C	16.4
4932.YCR063W	16.4
4932.YHR123W	16.4
4932.YMR313C	16.4
4932.YPL233W	16.4
4932.YPR097W	16.4
4932.YIL026C	16.4
4932.YNL199C	16.3
4932.YER175C	16.3
4932.YPL162C	16.3
4932.YER183C	16.3
4932.YFL017W-A	16.3
4932.YIL098C	16.2
4932.YLR450W	16.2
4932.YGL044C	16.2
4932.YPL120W	16.2
4932.YJR130C	16.2
4932.YLR373C	16.2
4932.YHR016C	16.2
4932.YGR065C	16.1
4932.YJR055W	16.1
4932.YBL054W	16.1
4932.YBR023C	16.1
4932.YMR140W	16.1
4932.YOL069W	16.0
4932.YOL152W	16.0
4932.YPL153C	16.0
4932.YKR023W	16.0
4932.YNL190W	16.0
4932.YBR117C	16.0
4932.YIL150C	15.9
4932.YBR272C	15.9
4932.YOL135C	15.9
4932.YML082W	15.9
4932.YGL006W	15.9
4932.YGR163W	15.9
4932.YOL065C	15.8
4932.YGR196C	15.8
4932.YLR284C	15.8
4932.YLR215C	15.8
4932.YIL019W	15.8
4932.YHR144C	15.8
4932.YDR499W	15.8
4932.YER163C	15.8
4932.YMR247C	15.8
4932.YLL014W	15.7
4932.YGL098W	15.7
4932.YDL030W	15.7
4932.YHR073W	15.7
4932.YPR174C	15.7
4932.YLR170C	15.7
4932.YGR246C	15.7
4932.YHR149C	15.7
4932.YMR113W	15.6
4932.YER172C	15.6
4932.YDR334W	15.6
4932.YAR027W	15.6
4932.YJR134C	15.6
4932.YJL112W	15.6
4932.YMR060C	15.5
4932.YIL090W	15.5
4932.YLR084C	15.5
4932.YEL044W	15.5
4932.YPL100W	15.5
4932.YMR104C	15.5
4932.YHR198C	15.5
4932.YBR179C	15.5
4932.YDR498C	15.5
4932.YGL050W	15.4
4932.YBL103C	15.4
4932.YJL084C	15.4
4932.YOR246C	15.4
4932.YOL096C	15.4
4932.YPR018W	15.4
4932.YJR062C	15.4
4932.YJR019C	15.3
4932.YER176W	15.3
4932.YOR352W	15.3
4932.YDL230W	15.3
4932.YDR096W	15.3
4932.YDL006W	15.3
4932.YGL155W	15.3
4932.YPR008W	15.3
4932.YJL155C	15.2
4932.YPR161C	15.2
4932.YJL073W	15.2
4932.YDR140W	15.2
4932.YLR390W	15.2
4932.YHR045W	15.2
4932.YDR089W	15.2
4932.YPL249C	15.2
4932.YPL171C	15.2
4932.YDL156W	15.1
4932.YHR209W	15.1
4932.YDR331W	15.1
4932.YDL175C	15.1
4932.YMR135C	15.0
4932.YPR082C	15.0
4932.YML060W	15.0
4932.YDR123C	15.0
4932.YKL165C	15.0
4932.YKL116C	15.0
4932.YIL149C	14.9
4932.YMR267W	14.9
4932.YGR177C	14.9
4932.YJL062W-A	14.9
4932.YMR284W	14.9
4932.YGL084C	14.9
4932.YML114C	14.9
4932.YPR067W	14.8
4932.YAL034W-A	14.8
4932.YER059W	14.8
4932.YPR055W	14.8
4932.YOR250C	14.8
4932.YLR442C	14.8
4932.YGL133W	14.7
4932.YNL233W	14.7
4932.YBR258C	14.7
4932.YBR289W	14.7
4932.YOL156W	14.7
4932.YGL023C	14.7
4932.YPR079W	14.7
4932.YDL234C	14.6
4932.YGL119W	14.6
4932.YPL140C	14.6
4932.YNR024W	14.6
4932.YMR075C-A	14.6
4932.YLR437C	14.6
4932.YGR270W	14.5
4932.YPL022W	14.5
4932.YPR089W	14.5
4932.YDR021W	14.5
4932.YOL130W	14.5
4932.YJR099W	14.5
4932.YOR006C	14.4
4932.YNR010W	14.4
4932.YKL075C	14.4
4932.YGR109W-A	14.4
4932.YGL004C	14.4
4932.YMR209C	14.4
4932.YCR075W-A	14.4
4932.YKR029C	14.4
4932.YOR038C	14.4
4932.YPR032W	14.4
4932.YOR118W	14.3
4932.YOR020W-A	14.3
4932.YER019W	14.3
4932.YBL037W	14.3
4932.YGL227W	14.3
4932.YOR238W	14.3
4932.YOR336W	14.2
4932.YNR007C	14.2
4932.YPR045C	14.2
4932.YOL108C	14.1
4932.YPR155C	14.1
4932.YNL047C	14.1
4932.YJL044C	14.1
4932.YDR237W	14.1
4932.YGR100W	14.0
4932.YLR393W	14.0
4932.YPR179C	14.0
4932.YLR096W	14.0
4932.YMR258C	14.0
4932.YKR030W	14.0
4932.YPL099C	14.0
4932.YGR049W	14.0
4932.YNR028W	13.9
4932.YDR108W	13.9
4932.YNL081C	13.9
4932.YGR030C	13.9
4932.YMR233W	13.9
4932.YKL159C	13.9
4932.YDR389W	13.9
4932.YDR512C	13.9
4932.YDR261C	13.9
4932.YDR093W	13.8
4932.YGR093W	13.8
4932.YER058W	13.8
4932.YHR059W	13.8
4932.YNL214W	13.8
4932.YPL173W	13.7
4932.YEL020C	13.7
4932.YHR142W	13.7
4932.YHL012W	13.7
4932.YFR021W	13.7
4932.YML034W	13.7
4932.YOR214C	13.6
4932.YHR017W	13.6
4932.YKL055C	13.6
4932.YNL328C	13.6
4932.YKL139W	13.6
4932.YPL213W	13.6
4932.YMR021C	13.6
4932.YMR289W	13.6
4932.YIL082W	13.6
4932.YCR059C	13.6
4932.YJR005W	13.6
4932.YNL283C	13.6
4932.YPL069C	13.6
4932.YNL130C	13.5
4932.YGL159W	13.5
4932.YJL168C	13.5
4932.YBR065C	13.5
4932.YAL022C	13.5
4932.YPL038W	13.5
4932.YMR319C	13.5
4932.YPL183W-A	13.5
4932.YGL073W	13.5
4932.YNL291C	13.5
4932.YMR026C	13.5
4932.YPL097W	13.5
4932.YPL193W	13.5
4932.YML059C	13.5
4932.YKR083C	13.5
4932.YOR353C	13.4
4932.YPR085C	13.4
4932.YMR231W	13.4
4932.YMR075W	13.4
4932.YNL262W	13.4
4932.YCL014W	13.4
4932.YPR081C	13.3
4932.YPL055C	13.3
4932.YCL039W	13.3
4932.YAR028W	13.3
4932.YNL238W	13.3
4932.YGL091C	13.3
4932.YKR087C	13.2
4932.YNR047W	13.2
4932.YGR056W	13.2
4932.YDR124W	13.2
4932.YPL123C	13.2
4932.YGR251W	13.2
4932.YOR054C	13.2
4932.YKL092C	13.2
4932.YGL223C	13.2
4932.YDL159W	13.2
4932.YLR020C	13.2
4932.YNL217W	13.2
4932.YMR112C	13.1
4932.YOR111W	13.1
4932.YHR040W	13.1
4932.YDR057W	13.1
4932.YKL023W	13.1
4932.YGL126W	13.1
4932.YLL027W	13.1
4932.YDL045C	13.1
4932.YDR079C-A	13.1
4932.YMR228W	13.1
4932.YBR295W	13.0
4932.YDR105C	13.0
4932.YAL058W	13.0
4932.YGR122W	13.0
4932.YHR077C	13.0
4932.YLL032C	13.0
4932.YGL017W	13.0
4932.YGL005C	13.0
4932.YDR207C	13.0
4932.YGR003W	12.9
4932.YIL047C	12.9
4932.YIL117C	12.9
4932.YJL062W	12.9
4932.YGR222W	12.9
4932.YDR003W	12.9
4932.YNL133C	12.9
4932.YOR179C	12.8
4932.YER024W	12.8
4932.YPR107C	12.8
4932.YIR010W	12.8
4932.YCR015C	12.8
4932.YGL186C	12.8
4932.YLR130C	12.8
4932.YLR079W	12.8
4932.YLR440C	12.8
4932.YOR104W	12.8
4932.YNL263C	12.8
4932.YLR403W	12.8
4932.YGR072W	12.8
4932.YGL108C	12.8
4932.YNL063W	12.8
4932.YGL110C	12.8
4932.YCR017C	12.8
4932.YDL070W	12.8
4932.YKL155C	12.8
4932.YDR279W	12.8
4932.YLR190W	12.7
4932.YGR133W	12.7
4932.YNL267W	12.7
4932.YPR175W	12.7
4932.YMR073C	12.7
4932.YOR018W	12.7
4932.YPL057C	12.7
4932.YBL101C	12.7
4932.YNL152W	12.6
4932.YCR076C	12.6
4932.YGL139W	12.6
4932.YGR112W	12.6
4932.YKL175W	12.6
4932.YEL018W	12.6
4932.YDR227W	12.6
4932.YGR002C	12.6
4932.YER169W	12.5
4932.YAR050W	12.5
4932.YGL184C	12.5
4932.YKL209C	12.5
4932.YDR295C	12.5
4932.YML113W	12.5
4932.YJR092W	12.5
4932.Q0045	12.5
4932.YML038C	12.5
4932.YBR197C	12.5
4932.YKR076W	12.5
4932.YBL093C	12.5
4932.YGR184C	12.4
4932.YLL031C	12.4
4932.YNL032W	12.4
4932.YAL017W	12.4
4932.YNL065W	12.4
4932.YIL048W	12.4
4932.YMR054W	12.4
4932.YLR396C	12.4
4932.YBR173C	12.4
4932.YOR035C	12.4
4932.YNL097C	12.3
4932.YGR129W	12.3
4932.YOL055C	12.3
4932.YML065W	12.3
4932.YKR027W	12.3
4932.YPR147C	12.3
4932.YIL146C	12.3
4932.YER035W	12.2
4932.YDR316W	12.2
4932.YGL241W	12.2
4932.YDR480W	12.2
4932.YDR456W	12.1
4932.YOR337W	12.1
4932.YDR400W	12.1
4932.YNR048W	12.1
4932.YOL019W	12.1
4932.YIL088C	12.1
4932.YDR484W	12.1
4932.YOR233W	12.1
4932.YDR162C	12.1
4932.YHR115C	12.1
4932.YJL187C	12.1
4932.YMR219W	12.0
4932.YOL081W	12.0
4932.YEL043W	12.0
4932.YPL214C	12.0
4932.YPL186C	12.0
4932.YIL057C	12.0
4932.YDR007W	12.0
4932.YJR050W	12.0
